"","bcc-csm1-1","BNU-ESM","CanESM2","CCSM4","CESM1-BGC","GFDL-ESM2G","GISS-E2-R","HadGEM2-ES","inmcm4","IPSL-CM5A-LR","MIROC5","MPI-ESM-LR","MRI-CGCM3","NorESM1-M"
"Global",1.79085905478501,2.14703866991857,3.07977795600891,1.69394333256029,1.74404405982243,1.44240665435791,3.16485977172852,3.51872372627258,1.38400065898895,2.89034637134258,2.52434754371643,2.30856466293335,1.85992348194122,2.11721802898476
"Rock",1.77325916016261,2.31762727808092,3.2417254447937,1.77252533609261,1.69338832133142,1.62438356876373,3.23017978668213,3.47694277763367,1.31922578811646,3.06121736891583,2.70560574531555,2.2913715839386,1.88525176048279,2.18272945543029
"ShiftingSand",2.0366074475327,2.30411012330575,3.14540863037109,1.94164931597756,1.88596326953035,1.5421199798584,3.92482900619507,3.21635246276855,1.50737655162811,2.7945963844177,2.45970630645752,2.27890586853027,2.34274053573608,2.11786407853821
"Gelisol",2.00777962829507,2.47684694706171,4.45410251617432,2.39279873305267,2.47342550991388,2.04723882675171,3.75428557395935,5.34488725662231,1.95628380775452,3.70725170167549,4.35690259933472,3.3692033290863,2.42745327949524,3.59533777774995
"Histosol",1.3508410201498,2.0945805469563,3.3098623752594,1.55462512337908,1.59055472017313,1.53621780872345,2.69609379768372,4.10472011566162,1.07189440727234,3.24339167368934,2.55280303955078,2.38659954071045,1.4250715970993,2.07175870653197
"Spodosol",1.37919627300745,2.25338252322311,3.16215324401855,1.51062174525522,1.53139072193911,1.59265637397766,2.61878228187561,4.20238494873047,1.00122833251953,3.78656716280878,2.83958005905151,2.54485988616943,1.31176936626434,2.08367840214622
"Andisol",1.44932508081284,1.81729294673797,2.2706446647644,1.41121403481986,1.418569529723,1.21452069282532,2.66315984725952,2.92678833007812,1.07736253738403,2.49567144474164,1.74064803123474,1.73705554008484,1.53133106231689,1.70135803648281
"Oxisol",1.95972579190094,1.92698172161843,3.20150589942932,1.46841673476355,1.53657153919473,1.2378945350647,3.10206961631775,3.0995671749115,1.25802850723267,2.48448409635993,1.95231854915619,2.17740845680237,1.73198759555817,1.75007486913876
"Vertisol",1.84971953259639,1.82406043719494,2.54917478561401,1.44787667883081,1.47955322857724,1.18489789962769,3.25541186332703,2.81139969825745,1.46429884433746,2.49466166130176,1.94428300857544,2.14220356941223,1.96323585510254,1.37254678733989
"Aridisol",1.86827399432321,2.26082472755816,3.01910138130188,1.80172085198936,1.79148092729394,1.50021588802338,3.26927328109741,3.17342019081116,1.45824599266052,2.75090439825451,2.37932920455933,2.15624833106995,1.93148124217987,2.08747397741284
"Ultisol",1.85870097132798,1.96870100036772,2.4948251247406,1.42249459434159,1.56104354093713,1.06151258945465,2.81088876724243,3.02545118331909,1.23302137851715,2.44853235844836,2.01888847351074,1.88267743587494,1.70507287979126,1.67065142332262
"Mollisol",1.66571087626909,2.27267391227438,2.99895739555359,1.71508874999972,1.82304898064532,1.35887968540192,2.55964016914368,3.56348371505737,1.37699115276337,2.87628350080929,2.68707299232483,2.16837072372437,1.54315567016602,2.36032438530279
"Alfisol",1.64855973966692,2.05552647469404,2.66105532646179,1.43202242412578,1.57429006328115,1.28506934642792,2.85903978347778,3.19245100021362,1.3291072845459,2.78834125979573,2.21314072608948,2.11262369155884,1.67830884456635,1.80062143612596
"Inceptisol",1.58664734033876,2.07577159423745,3.06957960128784,1.60883873838448,1.62474158778152,1.37758076190948,2.91860389709473,3.67491102218628,1.21401309967041,2.98000933723452,2.40994381904602,2.40285634994507,1.66922521591187,2.0743194020958
"Entisol",1.92442020006146,2.08289228944202,2.88667845726013,1.67762098964446,1.7338073370529,1.46400237083435,3.48920702934265,3.16630411148071,1.38425576686859,2.74108934962096,2.31466269493103,2.1620717048645,2.00270771980286,1.95529163195055
"GreatPlains",1.52993594599673,2.57727124096014,3.42858386039734,1.73614376032661,2.05399712430208,1.53937196731567,2.49077653884888,3.86493563652039,1.42665195465088,2.7289585987388,3.48809695243835,2.213223695755,1.47503733634949,2.71022834058691
"PampasPlain",1.56386066823186,1.42892009900067,2.39903330802917,1.25863851649046,1.09615364534424,1.16417336463928,1.00144040584564,1.46946895122528,1.4103889465332,1.98868491777335,1.33693993091583,1.80123090744019,0.922225594520569,0.788338278821792
"EurasianSteppe",1.76665883203075,2.40424007468413,2.85231590270996,1.72546925074648,1.91716285528204,1.40533363819122,2.4691014289856,3.73873376846313,1.3677681684494,3.34637711779984,2.67663836479187,2.19081926345825,1.53195559978485,2.69272452849545
"ChinaMoll",1.77643751189761,2.22183364830924,2.78127288818359,1.88380723440956,1.53495845467887,1.06884765625,3.1835675239563,3.87060856819153,1.22490739822388,3.02327120723369,2.64628076553345,2.23244166374207,1.81705605983734,2.45822281102847
