"","bcc-csm1-1","BNU-ESM","CanESM2","CCSM4","CESM1-BGC","GFDL-ESM2G","GISS-E2-R","HadGEM2-ES","inmcm4","IPSL-CM5A-LR","MIROC5","MPI-ESM-LR","MRI-CGCM3","NorESM1-M"
"Global",-0.319995427046083,-1.71364167193787,-8.82913943699428,1.22547516442034,NA,-2.22022432006068,-5.97375881480301,-15.9703227792467,NA,NA,NA,NA,NA,NA
"Rock",0.859142797479133,8.49340650419175,8.54941376617977,0.582005471771157,NA,-7.84078695707851,-1.7896365921711,-16.2519901820592,NA,NA,NA,NA,NA,NA
"ShiftingSand",-2.84676829542581,6.06638474623933,-0.960949663605009,0.608230550881281,NA,-2.8092123195529,-5.45041258659205,-3.62628992114748,NA,NA,NA,NA,NA,NA
"Gelisol",7.99813094244402,-42.0987096896699,4.29947818177087,4.47764345954453,NA,6.77913587954309,-3.7329750757393,-35.7273733275277,NA,NA,NA,NA,NA,NA
"Histosol",4.09394652275159,8.33752136069867,-11.4689197540283,4.25018470506784,NA,-1.32993605401781,-10.4318517660459,-23.5931632859366,NA,NA,NA,NA,NA,NA
"Spodosol",5.36972755924245,13.1159530498478,-30.884046963283,3.76694658021183,NA,-12.1039321687486,-6.56701055837339,-36.495763029371,NA,NA,NA,NA,NA,NA
"Andisol",-1.30015538196541,-0.159774865345628,-14.3074935504368,-1.32792920689788,NA,-5.95188496841325,-7.63627074915045,-18.7591977119446,NA,NA,NA,NA,NA,NA
"Oxisol",-4.19313656536249,-4.09360330394307,-28.4038019861494,-1.32322288751048,NA,-2.4002564077576,-12.903954218518,-15.0785367829459,NA,NA,NA,NA,NA,NA
"Vertisol",-1.72309795011341,5.14816304730493,-8.95959738322667,4.38904390841891,NA,-3.13290092680189,-5.80756859944492,-4.94758152961731,NA,NA,NA,NA,NA,NA
"Aridisol",-1.4273356599315,4.59133276974958,-2.34988592352186,1.02781469925721,NA,-3.37820342017545,-4.74984593694161,-6.81192084721157,NA,NA,NA,NA,NA,NA
"Ultisol",-4.30992253538126,-4.03912628258318,-13.0012558868953,1.81436774832309,NA,-0.875670022020737,-6.83895789298958,-12.2450419834682,NA,NA,NA,NA,NA,NA
"Mollisol",0.886729655932945,1.28936004350836,-7.55132167679923,-0.629186219314708,NA,-0.176067121533884,-4.68704198642601,-7.99038166659219,NA,NA,NA,NA,NA,NA
"Alfisol",-1.27869189956133,0.663717767819852,-14.7046365227018,-0.628208715059856,NA,-4.30468778643343,-5.79156522124327,-16.116548367909,NA,NA,NA,NA,NA,NA
"Inceptisol",1.30079524445395,0.453443706140052,-9.04148457731519,1.01159923561297,NA,-2.22733012917969,-3.76487608374326,-26.4781891959054,NA,NA,NA,NA,NA,NA
"Entisol",-2.80979888644739,5.532719435425,-5.11304177556719,1.29760040798439,NA,-3.52236666613155,-6.97790019485228,-6.37413712910243,NA,NA,NA,NA,NA,NA
"GreatPlains",0.80996196141418,-4.92218035351406,-9.58796395574297,2.60972545140294,NA,0.859604059822029,-10.4035479944975,6.48423368590219,NA,NA,NA,NA,NA,NA
"PampasPlain",4.6323974227147,0.737651945371882,-13.0223208495549,14.4373105821809,NA,-7.07386738724179,21.5850696826625,16.3052752358573,NA,NA,NA,NA,NA,NA
"EurasianSteppe",-1.38112703717149,1.01592716465375,-22.0715529237475,-6.64828797734249,NA,-6.3984205491013,-17.5765035401277,-25.7769763129098,NA,NA,NA,NA,NA,NA
"ChinaMoll",-2.30118233315157,11.8555042184061,27.8139581680298,8.4837189090671,NA,6.30826304356257,-1.89293995997908,-2.66090740902083,NA,NA,NA,NA,NA,NA
